KS1295[%]	6082[%]	2024[%]	bat-box[%]	3003[%]	4032[%]	Al	Si	Cu	Ni	Mg	Mn	Fe	Cr	Ti	Zr	V	Zn	Vf_FCC_A1	Vf_DIAMOND_A4	Vf_AL15SI2M4	Vf_AL3X	Vf_AL6MN	Vf_MG2ZN3	Vf_AL3NI2	Vf_AL3NI_D011	Vf_AL7CU4NI	Vf_AL2CU_C16	Vf_Q_ALCUMGSI	Vf_AL7CU2FE	Vf_MG2SI_C1	Vf_AL9FE2SI2	Vf_AL18FE2MG7SI10	eut. frac.[%]	eut. T (C)	T_FCC_A1	T_DIAMOND_A4	T_AL15SI2M4	T_AL3X	T_AL6MN	T_MG2ZN3	T_AL3NI2	T_AL3NI_D011	T_AL7CU4NI	T_AL2CU_C16	T_Q_ALCUMGSI	T_AL7CU2FE	T_MG2SI_C1	T_AL9FE2SI2	T_AL18FE2MG7SI10	T(liqu)	T(sol)	delta_T	delta_T_FCC	delta_T_Al15Si2M4	delta_T_Si	CSC	YS(MPa)	hardness(Vickers)	CTEvol(1/K)(20.0-300.0C)	Density(g/cm3)	Volume(m3/mol)	El.conductivity(S/m)	El. resistivity(ohm m)	heat capacity(J/(mol K))	Therm.conductivity(W/(mK))	Therm. diffusivity(m2/s)	Therm.resistivity(mK/W)	Linear thermal expansion (1/K)(20.0-300.0C)	Technical thermal expansion (1/K)(20.0-300.0C)
0.014	20.82447	15.98263	24.78638	19.68633	18.7072	93.93382	2.87697	0.96031	0.2526	0.7423	0.59065	0.41275	0.0667	0.04815	0.0237	0.0237	0.1433	91.60881	1.77297	1.69245	nan	2.01995	nan	0.5168	0.62421	0.4191	0.0048	0.2631	0.0025	0.4584	0.44335	0.2014	57.17552	618.39348	635.17552	392.17497	650.63057	387.54373	426.06149	nan	537.95334	421.19195	482.66695	226.37562	398.48856	554.0404	497.98435	411.29686	476.58324	661.40204	541.922	119.47404	76.00572	119.47404	15.50207	0.60677	58.47565	17.88795	7.94E-05	2.68245	1.02E-05	1.35E+07	7.43E-08	27.707	185.43488	6.83E-05	0.00542	2.64E-05	2.41E-05
0.0144	20.59517	16.91313	23.90127	18.47223	20.1044	93.69633	3.03884	1.01409	0.27096	0.75688	0.57854	0.4136	0.06712	0.04914	0.02362	0.02362	0.14778	91.31942	1.90734	1.68702	nan	2.01992	nan	0.52908	0.68033	0.43046	0.00448	0.27376	0.0027	0.46247	0.45696	0.20347	57.67069	616.8351	633.87113	397.67091	651.15428	387.04387	426.46027	nan	538.27033	416.53836	486.63001	230.786	402.46444	554.03491	500.82493	415.32936	481.18722	661.70724	541.9152	119.78644	74.00131	119.78644	15.98527	0.59626	58.45664	17.88212	7.92E-05	2.68312	1.02E-05	1.35E+07	7.46E-08	27.7002	184.58588	6.80E-05	0.00544	2.64E-05	2.41E-05
0.0148	20.36587	17.84364	23.01617	17.25812	21.50161	93.45883	3.20071	1.06787	0.28932	0.77146	0.56643	0.41445	0.06754	0.05013	0.02354	0.02354	0.15226	91.03003	2.04171	1.68159	nan	2.01989	nan	0.54136	0.73645	0.44182	0.00416	0.28442	0.0029	0.46655	0.47057	0.20555	58.16586	615.27671	632.56675	403.16685	651.67798	386.54402	426.85904	nan	538.58731	411.88476	490.59307	235.19639	406.44032	554.02943	503.66551	419.36186	485.7912	662.01245	541.9084	120.09885	71.9969	120.09885	16.46847	0.58576	58.43763	17.87629	7.90E-05	2.68379	1.02E-05	1.34E+07	7.50E-08	27.6934	183.73687	6.77E-05	0.00547	2.63E-05	2.40E-05
0.0152	20.13657	18.77414	22.13107	16.04402	22.89881	93.22134	3.36258	1.12165	0.30768	0.78604	0.55432	0.4153	0.06796	0.05112	0.02346	0.02346	0.15674	90.74064	2.17608	1.67616	nan	2.01986	nan	0.55364	0.79257	0.45318	0.00384	0.29508	0.0031	0.47062	0.48418	0.20762	58.66104	613.71832	631.26236	408.6628	652.20168	386.04416	427.25782	nan	538.90429	407.23117	494.55612	239.60677	410.4162	554.02394	506.50609	423.39435	490.39518	662.31765	541.9016	120.41125	69.9925	120.41125	16.95167	0.57525	58.41862	17.87046	7.89E-05	2.68446	1.02E-05	1.34E+07	7.53E-08	27.6866	182.88787	6.74E-05	0.00549	2.63E-05	2.40E-05
0.0156	19.90726	19.70465	21.24596	14.82991	24.29602	92.98385	3.52446	1.17543	0.32604	0.80062	0.54221	0.41615	0.06838	0.05211	0.02338	0.02338	0.16122	90.45124	2.31045	1.67073	nan	2.01983	nan	0.56592	0.84869	0.46454	0.00352	0.30574	0.0033	0.47469	0.49779	0.20969	59.15621	612.15994	629.95798	414.15874	652.72538	385.54431	427.65659	nan	539.22127	402.57758	498.51918	244.01715	414.39209	554.01845	509.34667	427.42685	494.99916	662.62285	541.8948	120.72365	67.98809	120.72365	17.43488	0.56474	58.39961	17.86463	7.87E-05	2.68513	1.02E-05	1.33E+07	7.56E-08	27.6798	182.03887	6.71E-05	0.00552	2.62E-05	2.39E-05
0.016	19.67796	20.63515	20.36086	13.61581	25.69322	92.74636	3.68633	1.22921	0.3444	0.8152	0.5301	0.417	0.0688	0.0531	0.0233	0.0233	0.1657	90.16185	2.44482	1.6653	nan	2.0198	nan	0.5782	0.90481	0.4759	0.0032	0.3164	0.0035	0.47877	0.5114	0.21177	59.65138	610.60155	628.65359	419.65468	653.24908	385.04445	428.05536	nan	539.53825	397.92399	502.48223	248.42754	418.36797	554.01296	512.18725	431.45935	499.60314	662.92805	541.888	121.03605	65.98368	121.03605	17.91808	0.55424	58.3806	17.8588	7.85E-05	2.6858	1.02E-05	1.32E+07	7.60E-08	27.673	181.18986	6.68E-05	0.00555	2.62E-05	2.39E-05
0.0164	19.44866	21.56565	19.47575	12.4017	27.09043	92.50887	3.8482	1.28299	0.36276	0.82978	0.51799	0.41785	0.06922	0.05409	0.02322	0.02322	0.17018	89.87246	2.57919	1.65987	nan	2.01977	nan	0.59048	0.96093	0.48726	0.00288	0.32706	0.0037	0.48284	0.52501	0.21384	60.14655	609.04316	627.34921	425.15062	653.77279	384.5446	428.45414	nan	539.85523	393.2704	506.44529	252.83792	422.34385	554.00747	515.02784	435.49184	504.20712	663.23325	541.8812	121.34845	63.97927	121.34845	18.40128	0.54373	58.36159	17.85297	7.84E-05	2.68647	1.02E-05	1.32E+07	7.63E-08	27.6662	180.34086	6.65E-05	0.00557	2.61E-05	2.38E-05
0.0168	19.21936	22.49616	18.59065	11.1876	28.48763	92.27138	4.01007	1.33677	0.38112	0.84436	0.50588	0.4187	0.06964	0.05508	0.02314	0.02314	0.17466	89.58307	2.71356	1.65444	nan	2.01974	nan	0.60276	1.01705	0.49862	0.00256	0.33772	0.0039	0.48691	0.53862	0.21591	60.64172	607.48478	626.04482	430.64656	654.29649	384.04474	428.85291	nan	540.17221	388.6168	510.40835	257.24831	426.31973	554.00198	517.86842	439.52434	508.81109	663.53845	541.8744	121.66085	61.97486	121.66085	18.88448	0.53322	58.34258	17.84714	7.82E-05	2.68714	1.02E-05	1.31E+07	7.67E-08	27.6594	179.49186	6.63E-05	0.0056	2.61E-05	2.38E-05
0.0172	18.99006	23.42666	17.70555	9.97349	29.88484	92.03389	4.17194	1.39055	0.39948	0.85894	0.49377	0.41955	0.07006	0.05607	0.02306	0.02306	0.17914	89.29368	2.84793	1.64901	nan	2.01971	nan	0.61504	1.07317	0.50998	0.00224	0.34838	0.0041	0.49099	0.55223	0.21799	61.1369	605.92639	624.74044	436.14251	654.82019	383.54489	429.25169	nan	540.48919	383.96321	514.3714	261.65869	430.29562	553.99649	520.709	443.55683	513.41507	663.84365	541.8676	121.97325	59.97046	121.97325	19.36768	0.52271	58.32357	17.84131	7.80E-05	2.68781	1.02E-05	1.31E+07	7.70E-08	27.6526	178.64285	6.60E-05	0.00562	2.60E-05	2.37E-05
0.0176	18.76076	24.35716	16.82044	8.75939	31.28205	91.7964	4.33381	1.44433	0.41784	0.87352	0.48166	0.4204	0.07048	0.05706	0.02298	0.02298	0.18362	89.00429	2.9823	1.64358	nan	2.01968	nan	0.62732	1.12929	0.52134	0.00192	0.35904	0.0043	0.49506	0.56584	0.22006	61.63207	604.36801	623.43605	441.63845	655.34389	383.04503	429.65046	nan	540.80618	379.30962	518.33446	266.06908	434.2715	553.99101	523.54958	447.58933	518.01905	664.14885	541.8608	122.28565	57.96605	122.28565	19.85089	0.51221	58.30456	17.83548	7.79E-05	2.68848	1.02E-05	1.30E+07	7.74E-08	27.6458	177.79385	6.57E-05	0.00565	2.59E-05	2.37E-05
0.018	18.53146	25.28767	15.93534	7.54528	32.67925	91.55891	4.49568	1.49811	0.4362	0.8881	0.46955	0.42125	0.0709	0.05805	0.0229	0.0229	0.1881	88.7149	3.11667	1.63815	nan	2.01965	nan	0.6396	1.18541	0.5327	0.0016	0.3697	0.0045	0.49913	0.57945	0.22213	62.12724	602.80962	622.13167	447.13439	655.86759	382.54518	430.04924	nan	541.12316	374.65603	522.29751	270.47946	438.24738	553.98552	526.39016	451.62183	522.62303	664.45405	541.854	122.59806	55.96164	122.59806	20.33409	0.5017	58.28555	17.82965	7.77E-05	2.68915	1.02E-05	1.29E+07	7.77E-08	27.639	176.94485	6.54E-05	0.00567	2.59E-05	2.36E-05
0.0184	18.30216	26.21817	15.05024	6.33118	34.07646	91.32142	4.65755	1.55189	0.45456	0.90268	0.45744	0.4221	0.07132	0.05904	0.02282	0.02282	0.19258	88.42551	3.25104	1.63272	nan	2.01962	nan	0.65188	1.24153	0.54406	0.00128	0.38036	0.0047	0.50321	0.59306	0.22421	62.62241	601.25123	620.82728	452.63033	656.3913	382.04532	430.44801	nan	541.44014	370.00244	526.26057	274.88984	442.22326	553.98003	529.23074	455.65432	527.22701	664.75926	541.8472	122.91046	53.95723	122.91046	20.81729	0.49119	58.26654	17.82382	7.75E-05	2.68982	1.02E-05	1.29E+07	7.80E-08	27.6322	176.09584	6.51E-05	0.0057	2.58E-05	2.36E-05
0.0188	18.07286	27.14867	14.16513	5.11707	35.47366	91.08393	4.81942	1.60567	0.47292	0.91726	0.44533	0.42295	0.07174	0.06003	0.02274	0.02274	0.19706	88.13612	3.38542	1.62729	nan	2.01959	nan	0.66416	1.29765	0.55542	9.60E-04	0.39102	0.0049	0.50728	0.60667	0.22628	63.11758	599.69285	619.52289	458.12627	656.915	381.54547	430.84678	nan	541.75712	365.34885	530.22363	279.30023	446.19915	553.97454	532.07132	459.68682	531.83099	665.06446	541.8404	123.22286	51.95282	123.22286	21.30049	0.48068	58.24753	17.81799	7.74E-05	2.69049	1.02E-05	1.28E+07	7.84E-08	27.6254	175.24684	6.48E-05	0.00572	2.58E-05	2.35E-05
0.0192	17.84356	28.07918	13.28003	3.90297	36.87087	90.84643	4.98129	1.65945	0.49128	0.93184	0.43322	0.4238	0.07216	0.06102	0.02266	0.02266	0.20154	87.84672	3.51979	1.62186	nan	2.01956	nan	0.67644	1.35377	0.56678	6.40E-04	0.40168	0.0051	0.51135	0.62028	0.22835	63.61276	598.13446	618.21851	463.62222	657.4387	381.04561	431.24556	nan	542.0741	360.69525	534.18668	283.71061	450.17503	553.96905	534.91191	463.71931	536.43496	665.36966	541.8336	123.53526	49.94842	123.53526	21.78369	0.47018	58.22852	17.81216	7.72E-05	2.69116	1.02E-05	1.28E+07	7.87E-08	27.6186	174.39784	6.45E-05	0.00575	2.57E-05	2.35E-05
0.0196	17.61426	29.00968	12.39493	2.68886	38.26807	90.60894	5.14316	1.71323	0.50964	0.94642	0.42111	0.42465	0.07258	0.06201	0.02258	0.02258	0.20602	87.55733	3.65416	1.61643	nan	2.01953	nan	0.68872	1.40989	0.57814	3.20E-04	0.41234	0.0053	0.51543	0.63389	0.23043	64.10793	596.57607	616.91412	469.11816	657.9624	380.54576	431.64433	nan	542.39108	356.04166	538.14974	288.121	454.15091	553.96356	537.75249	467.75181	541.03894	665.67486	541.8268	123.84766	47.94401	123.84766	22.26689	0.45967	58.20951	17.80633	7.70E-05	2.69183	1.02E-05	1.27E+07	7.91E-08	27.6118	173.54883	6.43E-05	0.00577	2.57E-05	2.34E-05
0.02	17.3849	29.94012	11.50998	1.47512	39.66487	90.37151	5.30498	1.767	0.528	0.961	0.409	0.4255	0.073	0.063	0.0225	0.0225	0.2105	87.268	3.7885	1.611	nan	2.0195	nan	0.701	1.46601	0.5895	4.70E-06	0.423	0.0055	0.5195	0.6475	0.2325	64.60304	595.01817	615.61009	474.61336	658.48595	380.04611	432.04311	nan	542.70769	351.38887	542.11111	292.53073	458.12493	553.95808	540.59234	471.78298	545.64161	665.97993	541.81999	124.15994	45.94013	124.15994	22.74997	0.44917	58.19048	17.80049	7.69E-05	2.6925	1.02E-05	1.27E+07	7.94E-08	27.605	172.7	6.40E-05	0.0058	2.56E-05	2.34E-05
0.0204	16.88838	30.52356	11.42798	2.09997	39.03499	90.42395	5.22975	1.78895	0.51983	0.95543	0.41731	0.42756	0.07245	0.06332	0.02268	0.02268	0.2121	87.27016	3.79488	1.61606	nan	2.01947	nan	0.68481	1.50497	0.57614	0.02348	0.40931	0.00563	0.51407	0.6518	0.23653	64.7975	595.84407	616.08381	476.39534	658.22075	380.60293	432.44188	nan	541.13424	350.71914	537.67796	293.65604	452.76737	553.95259	539.77283	469.19302	543.71177	665.63173	541.76999	123.86174	46.59433	123.86174	22.58957	0.45096	58.1004	17.77294	7.69E-05	2.69323	1.02E-05	1.27E+07	7.94E-08	27.60784	172.6776	6.40E-05	0.0058	2.56E-05	2.34E-05
0.0208	16.39186	31.107	11.34598	2.72481	38.40511	90.4764	5.15452	1.81089	0.51166	0.94986	0.42563	0.42962	0.0719	0.06364	0.02286	0.02286	0.21369	87.27232	3.80126	1.62111	nan	2.01944	nan	0.66862	1.54393	0.56279	0.04696	0.39562	0.00576	0.50864	0.6561	0.24057	64.99195	596.66998	616.55752	478.17732	657.95554	381.15975	432.84065	nan	539.56079	350.04942	533.2448	294.78135	447.40981	553.9471	538.95333	466.60305	541.78192	665.28353	541.71999	123.56354	47.24854	123.56354	22.42917	0.45275	58.01031	17.74538	7.69E-05	2.69396	1.02E-05	1.27E+07	7.94E-08	27.61068	172.6552	6.39E-05	0.0058	2.56E-05	2.34E-05
0.0212	15.89533	31.69044	11.26398	3.34965	37.77523	90.52884	5.07929	1.83284	0.50349	0.94429	0.43394	0.43168	0.07134	0.06396	0.02304	0.02304	0.21529	87.27448	3.80764	1.62617	nan	2.01941	nan	0.65244	1.58289	0.54943	0.07044	0.38193	0.00589	0.50321	0.6604	0.2446	65.18641	597.49589	617.03124	479.9593	657.69034	381.71657	433.23943	nan	537.98735	349.3797	528.81164	295.90666	442.05224	553.94161	538.13383	464.01308	539.85207	664.93533	541.66999	123.26534	47.90274	123.26534	22.26877	0.45454	57.92023	17.71783	7.70E-05	2.6947	1.02E-05	1.27E+07	7.94E-08	27.61352	172.6328	6.39E-05	0.00581	2.57E-05	2.34E-05
0.0216	15.39881	32.27389	11.18198	3.97449	37.14534	90.58129	5.00406	1.85478	0.49533	0.93873	0.44225	0.43374	0.07079	0.06428	0.02322	0.02322	0.21688	87.27664	3.81402	1.63123	nan	2.01938	nan	0.63625	1.62185	0.53607	0.09393	0.36825	0.00602	0.49779	0.6647	0.24863	65.38087	598.32179	617.50495	481.74128	657.42514	382.27338	433.6382	nan	536.4139	348.70998	524.37848	297.03198	436.69468	553.93612	537.31432	461.42312	537.92222	664.58712	541.61999	122.96714	48.55694	122.96714	22.10837	0.45633	57.83014	17.69027	7.70E-05	2.69543	1.02E-05	1.27E+07	7.94E-08	27.61636	172.6104	6.39E-05	0.00581	2.57E-05	2.34E-05
0.022	14.90229	32.85733	11.09998	4.59934	36.51546	90.63373	4.92882	1.87672	0.48716	0.93316	0.45056	0.4358	0.07024	0.0646	0.0234	0.0234	0.21848	87.2788	3.8204	1.63628	nan	2.01935	nan	0.62006	1.66081	0.52272	0.11741	0.35456	0.00615	0.49236	0.669	0.25267	65.57532	599.1477	617.97866	483.52326	657.15994	382.8302	434.03698	nan	534.84045	348.04025	519.94532	298.15729	431.33712	553.93063	536.49482	458.83315	535.99238	664.23892	541.56999	122.66893	49.21114	122.66893	21.94796	0.45812	57.74006	17.66271	7.71E-05	2.69616	1.02E-05	1.27E+07	7.95E-08	27.6192	172.588	6.39E-05	0.00581	2.57E-05	2.34E-05
0.0224	14.40577	33.44077	11.01798	5.22418	35.88558	90.68618	4.85359	1.89867	0.47899	0.92759	0.45887	0.43786	0.06969	0.06492	0.02358	0.02358	0.22008	87.28096	3.82678	1.64134	nan	2.01932	nan	0.60388	1.69977	0.50936	0.14089	0.34087	0.00628	0.48693	0.6733	0.2567	65.76978	599.97361	618.45238	485.30524	656.89474	383.38702	434.43575	nan	533.26701	347.37053	515.51217	299.2826	425.97956	553.92514	535.67532	456.24318	534.06253	663.89072	541.51999	122.37073	49.86535	122.37073	21.78756	0.45991	57.64998	17.63516	7.71E-05	2.69689	1.02E-05	1.27E+07	7.95E-08	27.62204	172.56559	6.38E-05	0.00581	2.57E-05	2.35E-05
0.0228	13.90925	34.02421	10.93598	5.84902	35.2557	90.73862	4.77836	1.92061	0.47082	0.92202	0.46719	0.43992	0.06914	0.06524	0.02376	0.02376	0.22167	87.28312	3.83316	1.64639	nan	2.01929	nan	0.58769	1.73873	0.496	0.16437	0.32718	0.00641	0.4815	0.6776	0.26073	65.96424	600.79952	618.92609	487.08722	656.62954	383.94384	434.83453	nan	531.69356	346.70081	511.07901	300.40791	420.622	553.91966	534.85581	453.65322	532.13268	663.54252	541.46999	122.07253	50.51955	122.07253	21.62716	0.4617	57.55989	17.6076	7.71E-05	2.69762	1.02E-05	1.27E+07	7.95E-08	27.62488	172.54319	6.38E-05	0.00581	2.57E-05	2.35E-05
0.0232	13.41272	34.60766	10.85398	6.47386	34.62581	90.79106	4.70313	1.94256	0.46265	0.91645	0.4755	0.44198	0.06858	0.06556	0.02394	0.02394	0.22327	87.28528	3.83954	1.65145	nan	2.01926	nan	0.5715	1.77769	0.48265	0.18785	0.31349	0.00654	0.47607	0.6819	0.26477	66.15869	601.62542	619.39981	488.8692	656.36434	384.50066	435.2333	nan	530.12011	346.03108	506.64585	301.53323	415.26444	553.91417	534.03631	451.06325	530.20283	663.19432	541.41999	121.77433	51.17375	121.77433	21.46676	0.46349	57.46981	17.58005	7.72E-05	2.69836	1.02E-05	1.27E+07	7.95E-08	27.62772	172.52079	6.38E-05	0.00582	2.57E-05	2.35E-05
0.0236	12.9162	35.1911	10.77198	7.09871	33.99593	90.84351	4.62789	1.9645	0.45449	0.91089	0.48381	0.44404	0.06803	0.06588	0.02412	0.02412	0.22486	87.28744	3.84592	1.65651	nan	2.01923	nan	0.55532	1.81665	0.46929	0.21133	0.2998	0.00667	0.47065	0.6862	0.2688	66.35315	602.45133	619.87352	490.65118	656.09914	385.05748	435.63207	nan	528.54667	345.36136	502.21269	302.65854	409.90688	553.90868	533.21681	448.47328	528.27298	662.84612	541.36999	121.47613	51.82795	121.47613	21.30636	0.46529	57.37972	17.55249	7.72E-05	2.69909	1.02E-05	1.27E+07	7.95E-08	27.63056	172.49839	6.38E-05	0.00582	2.57E-05	2.35E-05
0.024	12.41968	35.77454	10.68998	7.72355	33.36605	90.89595	4.55266	1.98645	0.44632	0.90532	0.49212	0.4461	0.06748	0.0662	0.0243	0.0243	0.22646	87.2896	3.8523	1.66156	nan	2.0192	nan	0.53913	1.85561	0.45594	0.23481	0.28612	0.0068	0.46522	0.6905	0.27283	66.54761	603.27724	620.34723	492.43316	655.83394	385.61429	436.03085	nan	526.97322	344.69164	497.77954	303.78385	404.54931	553.90319	532.3973	445.88332	526.34314	662.49792	541.31999	121.17793	52.48216	121.17793	21.14596	0.46708	57.28964	17.52493	7.73E-05	2.69982	1.02E-05	1.26E+07	7.95E-08	27.6334	172.47599	6.37E-05	0.00582	2.58E-05	2.35E-05
0.0244	11.92316	36.35798	10.60798	8.34839	32.73617	90.9484	4.47743	2.00839	0.43815	0.89975	0.50043	0.44816	0.06693	0.06652	0.02448	0.02448	0.22806	87.29176	3.85868	1.66662	nan	2.01917	nan	0.52294	1.89457	0.44258	0.25829	0.27243	0.00693	0.45979	0.6948	0.27687	66.74206	604.10315	620.82095	494.21514	655.56874	386.17111	436.42962	nan	525.39978	344.02192	493.34638	304.90916	399.19175	553.8977	531.5778	443.29335	524.41329	662.14972	541.26999	120.87973	53.13636	120.87973	20.98556	0.46887	57.19955	17.49738	7.73E-05	2.70055	1.02E-05	1.26E+07	7.95E-08	27.63624	172.45359	6.37E-05	0.00582	2.58E-05	2.35E-05
0.0248	11.42664	36.94142	10.52598	8.97323	32.10628	91.00084	4.4022	2.03033	0.42998	0.89418	0.50875	0.45022	0.06638	0.06684	0.02466	0.02466	0.22965	87.29392	3.86506	1.67167	nan	2.01914	nan	0.50676	1.93353	0.42922	0.28177	0.25874	0.00706	0.45436	0.6991	0.2809	66.93652	604.92905	621.29466	495.99712	655.30353	386.72793	436.8284	nan	523.82633	343.35219	488.91322	306.03448	393.83419	553.89221	530.7583	440.70339	522.48344	661.80151	541.21999	120.58153	53.79056	120.58153	20.82516	0.47066	57.10947	17.46982	7.73E-05	2.70128	1.02E-05	1.26E+07	7.95E-08	27.63908	172.43119	6.37E-05	0.00582	2.58E-05	2.35E-05
0.0252	10.93011	37.52487	10.44398	9.59808	31.4764	91.05329	4.32697	2.05228	0.42181	0.88861	0.51706	0.45228	0.06582	0.06716	0.02484	0.02484	0.23125	87.29608	3.87144	1.67673	nan	2.01911	nan	0.49057	1.97249	0.41587	0.30525	0.24505	0.00719	0.44893	0.7034	0.28493	67.13098	605.75496	621.76838	497.7791	655.03833	387.28475	437.22717	nan	522.25288	342.68247	484.48006	307.15979	388.47663	553.88672	529.93879	438.11342	520.55359	661.45331	541.16999	120.28332	54.44476	120.28332	20.66476	0.47245	57.01939	17.44227	7.74E-05	2.70202	1.02E-05	1.26E+07	7.95E-08	27.64192	172.40879	6.37E-05	0.00582	2.58E-05	2.35E-05
0.0256	10.43359	38.10831	10.36198	10.22292	30.84652	91.10573	4.25173	2.07422	0.41365	0.88305	0.52537	0.45434	0.06527	0.06748	0.02502	0.02502	0.23284	87.29824	3.87782	1.68179	nan	2.01908	nan	0.47438	2.01145	0.40251	0.32873	0.23136	0.00732	0.44351	0.7077	0.28897	67.32543	606.58087	622.24209	499.56108	654.77313	387.84157	437.62594	nan	520.67944	342.01275	480.04691	308.2851	383.11907	553.88124	529.11929	435.52345	518.62375	661.10511	541.11999	119.98512	55.09897	119.98512	20.50436	0.47424	56.9293	17.41471	7.74E-05	2.70275	1.02E-05	1.26E+07	7.95E-08	27.64476	172.38639	6.36E-05	0.00583	2.58E-05	2.36E-05
0.026	9.93707	38.69175	10.27998	10.84776	30.21664	91.15817	4.1765	2.09617	0.40548	0.87748	0.53368	0.4564	0.06472	0.0678	0.0252	0.0252	0.23444	87.3004	3.8842	1.68684	nan	2.01905	nan	0.4582	2.05041	0.38916	0.35221	0.21768	0.00745	0.43808	0.712	0.293	67.51989	607.40677	622.7158	501.34306	654.50793	388.39838	438.02472	nan	519.10599	341.34303	475.61375	309.41041	377.76151	553.87575	528.29979	432.93349	516.6939	660.75691	541.06999	119.68692	55.75317	119.68692	20.34396	0.47603	56.83922	17.38715	7.75E-05	2.70348	1.02E-05	1.26E+07	7.95E-08	27.6476	172.36399	6.36E-05	0.00583	2.58E-05	2.36E-05
0.0264	9.44055	39.27519	10.19798	11.4726	29.58675	91.21062	4.10127	2.11811	0.39731	0.87191	0.54199	0.45846	0.06417	0.06812	0.02538	0.02538	0.23604	87.30256	3.89058	1.6919	nan	2.01902	nan	0.44201	2.08937	0.3758	0.37569	0.20399	0.00758	0.43265	0.7163	0.29703	67.71435	608.23268	623.18952	503.12504	654.24273	388.9552	438.42349	nan	517.53254	340.6733	471.18059	310.53573	372.40395	553.87026	527.48028	430.34352	514.76405	660.40871	541.01999	119.38872	56.40737	119.38872	20.18356	0.47782	56.74913	17.3596	7.75E-05	2.70421	1.02E-05	1.26E+07	7.95E-08	27.65044	172.34159	6.36E-05	0.00583	2.58E-05	2.36E-05
0.0268	8.94403	39.85864	10.11598	12.09745	28.95687	91.26306	4.02604	2.14005	0.38914	0.86634	0.55031	0.46052	0.06362	0.06844	0.02556	0.02556	0.23763	87.30472	3.89696	1.69695	nan	2.01899	nan	0.42582	2.12833	0.36244	0.39917	0.1903	0.00771	0.42722	0.7206	0.30107	67.9088	609.05859	623.66323	504.90702	653.97753	389.51202	438.82227	nan	515.9591	340.00358	466.74743	311.66104	367.04638	553.86477	526.66078	427.75355	512.8342	660.06051	540.96999	119.09052	57.06158	119.09052	20.02316	0.47961	56.65905	17.33204	7.75E-05	2.70494	1.02E-05	1.26E+07	7.95E-08	27.65328	172.31919	6.36E-05	0.00583	2.58E-05	2.36E-05
0.0272	8.4475	40.44208	10.03398	12.72229	28.32699	91.31551	3.9508	2.162	0.38097	0.86077	0.55862	0.46258	0.06306	0.06876	0.02574	0.02574	0.23923	87.30688	3.90334	1.70201	nan	2.01896	nan	0.40964	2.16729	0.34909	0.42265	0.17661	0.00784	0.42179	0.7249	0.3051	68.10326	609.8845	624.13694	506.689	653.71233	390.06884	439.22104	nan	514.38565	339.33386	462.31427	312.78635	361.68882	553.85928	525.84128	425.16359	510.90436	659.71231	540.91999	118.79232	57.71578	118.79232	19.86276	0.4814	56.56896	17.30448	7.76E-05	2.70568	1.02E-05	1.26E+07	7.96E-08	27.65612	172.29679	6.35E-05	0.00583	2.59E-05	2.36E-05
0.0276	7.95098	41.02552	9.95198	13.34713	27.69711	91.36795	3.87557	2.18394	0.37281	0.85521	0.56693	0.46464	0.06251	0.06908	0.02592	0.02592	0.24082	87.30904	3.90972	1.70707	nan	2.01893	nan	0.39345	2.20625	0.33573	0.44613	0.16292	0.00797	0.41637	0.7292	0.30913	68.29772	610.7104	624.61066	508.47099	653.44713	390.62566	439.61981	nan	512.81221	338.66414	457.88112	313.91166	356.33126	553.85379	525.02177	422.57362	508.97451	659.3641	540.86999	118.49412	58.36998	118.49412	19.70236	0.4832	56.47888	17.27693	7.76E-05	2.70641	1.02E-05	1.26E+07	7.96E-08	27.65896	172.27439	6.35E-05	0.00584	2.59E-05	2.36E-05
0.028	7.45446	41.60896	9.86998	13.97197	27.06722	91.42039	3.80034	2.20589	0.36464	0.84964	0.57524	0.4667	0.06196	0.0694	0.0261	0.0261	0.24242	87.3112	3.9161	1.71212	nan	2.0189	nan	0.37726	2.24521	0.32238	0.46961	0.14924	0.0081	0.41094	0.7335	0.31317	68.49217	611.53631	625.08437	510.25297	653.18193	391.18248	440.01859	nan	511.23876	337.99441	453.44796	315.03698	350.9737	553.84831	524.20227	419.98365	507.04466	659.0159	540.81999	118.19592	59.02418	118.19592	19.54196	0.48499	56.38879	17.24937	7.77E-05	2.70714	1.02E-05	1.26E+07	7.96E-08	27.6618	172.25199	6.35E-05	0.00584	2.59E-05	2.36E-05
0.0284	6.95794	42.19241	9.78798	14.59682	26.43734	91.47284	3.72511	2.22783	0.35647	0.84407	0.58355	0.46876	0.06141	0.06972	0.02628	0.02628	0.24402	87.31336	3.92248	1.71718	nan	2.01887	nan	0.36108	2.28417	0.30902	0.49309	0.13555	0.00823	0.40551	0.7378	0.3172	68.68663	612.36222	625.55809	512.03495	652.91672	391.73929	440.41736	nan	509.66531	337.32469	449.0148	316.16229	345.61614	553.84282	523.38277	417.39369	505.11481	658.6677	540.76999	117.89772	59.67839	117.89772	19.38155	0.48678	56.29871	17.22182	7.77E-05	2.70787	1.02E-05	1.26E+07	7.96E-08	27.66464	172.22959	6.35E-05	0.00584	2.59E-05	2.36E-05
